protocol_type,service,flag,src_bytes,dst_bytes,count,srv_count,srv_rerror_rate,dst_host_count,dst_host_srv_count,class
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.448406283894823,0.3001870281465289,1.1135840351785007,0.6004554792211835,-0.8976955198196023,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.5285362709908893,-0.955734356146762,1.1135840351785007,0.6004554792211835,-0.9762872005377379,0
-0.2478014067352366,1.5090264139733953,0.8770589008804304,0.2424895060860532,-0.23676729280400421,-0.80675890903095,-0.955734356146762,-0.8985387604334811,0.6004554792211835,1.2417446775074223,0
-0.2478014067352366,-1.1059742286940883,0.8770589008804304,-0.5756649705243132,-0.268823688897126,-0.80675890903095,-0.955734356146762,-0.8985387604334811,-1.604665660758063,-0.7579769763206946,0
-0.2478014067352366,1.5090264139733953,0.8770589008804304,-0.7821894015133377,-0.5648739351688977,-0.80675890903095,-0.955734356146762,-0.8985387604334811,0.6004554792211835,0.13272873848484223,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.2812593858016598,-0.8161875356697298,1.1135840351785007,0.6004554792211835,-0.9675547915690562,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.9097222831275171,0.677782831029176,-0.579264174656859,2.2538425148249814,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.1718494455366635,3.376177113926662,-0.6583927779174124,1.1374679510087229,-0.8985387604334811,-1.7893309778991822,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.2011293987055935,1.4165615919627876,1.1135840351785007,0.6004554792211835,-0.8278362480701484,0
-0.2478014067352366,-0.3795851612864541,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.3504969136546441,1.55610841243982,1.1135840351785007,0.6004554792211835,-0.8191038391014667,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.774687078250078,2.8727031282288085,-0.6485017025098432,1.2770147714857554,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,-2.050280016324013,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.33071476283950574,0.02109338719246427,1.1135840351785007,0.6004554792211835,-0.9151603377569658,0
-0.2478014067352366,-1.7597243893609593,-0.5171803313596713,-0.7821894015133377,-0.5648739351688977,1.883613601827867,0.718827489577626,1.1135840351785007,0.6004554792211835,-0.8714982929135571,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.600784802206176,0.2648210225354307,-0.747412456585535,-0.11845343328456806,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,-0.16166844106416375,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.8143760739748829,0.02109338719246427,1.1135840351785007,0.6004554792211835,-0.9151603377569658,0
-0.2478014067352366,-0.5975018815087444,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.547317037970515,-0.11845343328456806,1.1135840351785007,0.6004554792211835,-0.9238927467256475,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.171456172482886,-0.6766407151926974,1.1135840351785007,0.6004554792211835,-0.9588223826003744,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.0368142406592245,0.39493227726633673,-0.80675890903095,-0.955734356146762,-0.8985387604334811,-1.941408297897751,1.2417446775074223,1
-0.2478014067352366,-0.6701407882495078,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.9528511296808515,0.02109338719246427,1.1135840351785007,0.6004554792211835,-0.9151603377569658,0
2.609249692359348,0.7826373465657609,0.8770589008804304,0.051851569788492126,-0.2895660628397342,-0.7968678336233809,-0.8161875356697298,-0.8985387604334811,-2.0717602864679527,-0.906427928788284,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.4578063499830052,0.18185152676499786,-0.7375213811779658,0.02109338719246427,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.0685872300421513,3.6571419973310824,-0.7869767582158117,-0.6766407151926974,-0.8985387604334811,0.6004554792211835,0.7352649573238819,1
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.9176655304732488,0.6513834460113109,-0.5199177222114438,3.0911234376871755,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.2614772349865215,0.718827489577626,1.1135840351785007,0.6004554792211835,-0.8714982929135571,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.8302898096701999,0.6626974681618245,-0.6287195516947048,1.55610841243982,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.3198223035964238,0.8583743100546583,1.1135840351785007,0.6004554792211835,-0.8627658839448754,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.6563875336262979,0.34779051830586355,-0.7968678336233809,-0.8161875356697298,-0.8985387604334811,-2.060897620753769,1.2417446775074223,1
-0.2478014067352366,-1.9776411095832498,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.666009942861345,-0.6766407151926974,1.1135840351785007,0.6004554792211835,-0.9588223826003744,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.9256087778189805,0.2459643189512414,-0.80675890903095,-0.955734356146762,-0.8985387604334811,-1.7350176493282647,1.2417446775074223,1
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.3624873818342247,1.9468389822451146,-0.7968678336233809,-0.8161875356697298,-0.8985387604334811,-2.0934856178963197,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.4681884347099616,-0.2580002537616004,1.1135840351785007,0.6004554792211835,-0.9326251556943292,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.9573817672019074,1.9053542343598981,-0.7770856828082425,-0.537093894715665,-0.8985387604334811,-2.12607361503887,1.2068150416326955,1
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.267168413685444,1.3434244675510576,-0.5594820238417205,2.532936155779046,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,-1.178613135434852,-0.5171803313596713,-0.7821894015133377,-0.5648739351688977,-0.24296761079950677,1.55610841243982,1.1135840351785007,0.6004554792211835,-0.44361025344815214,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.20213078254110636,-0.537093894715665,1.1135840351785007,0.6004554792211835,-0.9500899736316927,0
-0.2478014067352366,0.4920817196027072,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,-0.80675890903095,-0.955734356146762,1.1135840351785007,0.6004554792211835,-0.8714982929135571,0
-0.2478014067352366,1.0731929735288146,0.8770589008804304,-0.7821894015133377,-0.40836329542012667,-0.80675890903095,-0.955734356146762,-0.8985387604334811,-0.9746310493354211,-0.7667093852893763,1
-0.2478014067352366,1.7995820409364491,-0.5171803313596713,-0.7821894015133377,-0.5648739351688977,0.36038798906221325,-0.11845343328456806,1.1135840351785007,0.6004554792211835,-0.9238927467256475,0
-0.2478014067352366,-1.1059742286940883,0.8770589008804304,-0.5756649705243132,-0.268823688897126,-0.80675890903095,-0.955734356146762,-0.8985387604334811,-0.4858110921971645,-0.3650185727300166,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.329713379003993,-0.2580002537616004,1.1135840351785007,0.6004554792211835,-0.9326251556943292,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.2318040087638139,0.9979211305316906,1.1135840351785007,0.6004554792211835,-0.8540334749761936,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.547317037970515,0.5792806691005936,1.1135840351785007,0.6004554792211835,-0.8802307018822388,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.7826303255958097,2.885902820737741,-0.7968678336233809,-0.8161875356697298,-0.8985387604334811,-1.8870949693268335,1.0147020443216974,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.3406058382470749,0.3001870281465289,1.1135840351785007,0.6004554792211835,-0.8976955198196023,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,1.0447574880049562,1.0247461769782589,-0.5693730992492897,2.3933893353020137,-0.8985387604334811,-1.897957635041017,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.438515208487254,0.9979211305316906,1.1135840351785007,0.6004554792211835,-0.8540334749761936,0
-0.2478014067352366,2.0174987611587394,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.9726332804959898,1.2770147714857554,1.1135840351785007,0.6004554792211835,-0.8365686570388302,0
2.609249692359348,0.7826373465657609,0.8770589008804304,-0.40091352891821547,-0.5648739351688977,-0.7671946074006734,-0.3975470742386327,-0.8985387604334811,0.6004554792211835,1.2330122685387406,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.4889719693606126,0.5792806691005936,1.1135840351785007,0.6004554792211835,-0.8802307018822388,0
-0.2478014067352366,1.5090264139733953,0.8770589008804304,0.20277326935739468,-0.23676729280400421,-0.7968678336233809,-0.8161875356697298,-0.8985387604334811,0.6004554792211835,1.2417446775074223,0
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,1.3396044544115622,1.55610841243982,1.1135840351785007,0.6004554792211835,-0.8191038391014667,0
2.609249692359348,0.7826373465657609,0.8770589008804304,-0.44062976564687406,-0.5648739351688977,-0.80675890903095,-0.955734356146762,-0.8985387604334811,0.6004554792211835,1.2330122685387406,0
-0.2478014067352366,-0.8154186017310348,0.8770589008804304,0.9494385198561757,-0.023686542302665325,-0.6682838533249815,0.9979211305316906,-0.8985387604334811,0.6004554792211835,1.2417446775074223,1
-0.2478014067352366,0.7826373465657609,-1.2142999474797223,-0.7821894015133377,-0.5648739351688977,0.47908089395304343,-0.3975470742386327,1.1135840351785007,0.6004554792211835,-0.941357564663011,0
